CPUID:,0xA50F00
Processor:,AMD Ryzen 7 5800H
Platform:,Socket FP6 (BGA 1140)
Revision:,CZN-A0
Lithography:,7 nm

* Values should be divided by 1000
Session start:,00:04:36 - December 17 - 2025

Time,Cur. CPU #0 Tdie #0,Min. CPU #0 Tdie #0,Max. CPU #0 Tdie #0,Avg. CPU #0 Tdie #0,Cur. CPU #0 Core #0,Min. CPU #0 Core #0,Max. CPU #0 Core #0,Avg. CPU #0 Core #0,Cur. CPU #0 Core #1,Min. CPU #0 Core #1,Max. CPU #0 Core #1,Avg. CPU #0 Core #1,Cur. CPU #0 Core #2,Min. CPU #0 Core #2,Max. CPU #0 Core #2,Avg. CPU #0 Core #2,Cur. CPU #0 Core #3,Min. CPU #0 Core #3,Max. CPU #0 Core #3,Avg. CPU #0 Core #3,Cur. CPU #0 Core #4,Min. CPU #0 Core #4,Max. CPU #0 Core #4,Avg. CPU #0 Core #4,Cur. CPU #0 Core #5,Min. CPU #0 Core #5,Max. CPU #0 Core #5,Avg. CPU #0 Core #5,Cur. CPU #0 Core #6,Min. CPU #0 Core #6,Max. CPU #0 Core #6,Avg. CPU #0 Core #6,Cur. CPU #0 Core #7,Min. CPU #0 Core #7,Max. CPU #0 Core #7,Avg. CPU #0 Core #7,CPU #0 Core #0 Load,CPU #0 Core #0 Frequency,CPU #0 Core #1 Load,CPU #0 Core #1 Frequency,CPU #0 Core #2 Load,CPU #0 Core #2 Frequency,CPU #0 Core #3 Load,CPU #0 Core #3 Frequency,CPU #0 Core #4 Load,CPU #0 Core #4 Frequency,CPU #0 Core #5 Load,CPU #0 Core #5 Frequency,CPU #0 Core #6 Load,CPU #0 Core #6 Frequency,CPU #0 Core #7 Load,CPU #0 Core #7 Frequency,CPU #0 Package,CPU #0 Core #0,CPU #0 Core #1,CPU #0 Core #2,CPU #0 Core #3,CPU #0 Core #4,CPU #0 Core #5,CPU #0 Core #6,CPU #0 Core #7,
00:38:07 12/17/25,78875,44000,92625,57415,55885,40980,81076,48743,71901,41965,92007,50775,61842,41030,81224,48521,62024,41442,86951,49658,58308,40920,78570,48097,56830,41317,83218,49555,53137,40892,74349,47863,54961,41369,79594,48759,0,3233867,9164,3233867,4441,4042334,2104,3233867,1458,3233867,644,3233867,0,3233867,644,3233867,16687,512,3773,3234,1539,1905,638,448,498,
00:38:17 12/17/25,70625,44000,92625,57494,51222,40980,81076,48769,62319,41965,92007,50830,54406,41030,81224,48548,56693,41442,86951,49694,52294,40920,78570,48121,55298,41317,83218,49595,50486,40892,74349,47888,51900,41369,79594,48793,625,3233867,7454,3233867,625,3233867,2026,3233867,2828,3233867,5179,4042334,2854,4042334,2854,4042334,16854,76,2276,1842,973,941,1194,497,201,
00:38:27 12/17/25,71750,44000,92625,57563,49267,40980,81076,48779,60944,41965,92007,50885,51718,41030,81224,48566,55094,41442,86951,49727,51569,40920,78570,48137,51977,41317,83218,49616,48289,40892,74349,47896,51136,41369,79594,48807,454,3233867,5505,3233867,454,4042334,3998,3233867,4789,4042334,4788,3233867,0,3233867,480,3233867,17108,55,2397,1277,1087,1489,509,109,660,
00:38:37 12/17/25,72000,44000,92625,57635,48308,40980,81076,48779,63083,41965,92007,50941,48032,41030,81224,48575,56299,41442,86951,49754,47672,40920,78570,48145,52710,41317,83218,49632,49171,40892,74349,47899,49246,41369,79594,48814,2970,3233867,2196,3233867,2196,4042334,1472,3233867,1472,4042334,3019,4042334,1472,3233867,736,4042334,16296,343,3041,340,1642,157,1083,1305,111,
00:38:47 12/17/25,67250,44000,92625,57693,48447,40980,81076,48778,52200,41965,92007,50966,48576,41030,81224,48580,55504,41442,86951,49776,50927,40920,78570,48156,52426,41317,83218,49645,49372,40892,74349,47901,49837,41369,79594,48817,134,3233867,134,3233867,1702,3233867,4838,3233867,2486,3233867,8786,3233867,1706,3233867,138,4042334,16676,573,282,440,2258,1879,1277,1370,613,
00:38:57 12/17/25,65875,44000,92625,57730,47698,40980,81076,48775,56476,41965,92007,50976,47583,41030,81224,48580,52729,41442,86951,49800,50282,40920,78570,48170,52558,41317,83218,49660,47679,40892,74349,47901,50532,41369,79594,48822,707,3233867,707,3233867,0,4042334,1363,3233867,6834,4042334,0,3233867,4511,3233867,3737,3233867,15815,294,1795,157,866,1897,1421,667,952,
00:39:07 12/17/25,67000,44000,92625,57763,47327,40980,81076,48774,62812,41965,92007,50989,48463,41030,81224,48581,53619,41442,86951,49822,48367,40920,78570,48183,53895,41317,83218,49675,47375,40892,74349,47906,49302,41369,79594,48828,0,3233867,2151,3233867,3751,4042334,696,3233867,2269,4042334,2269,3233867,0,3233867,696,3233867,15185,212,3390,782,560,932,1915,674,359,
00:39:17 12/17/25,69500,44000,92625,57814,47437,40980,81076,48775,60377,41965,92007,51032,48493,41030,81224,48588,55739,41442,86951,49845,48754,40920,78570,48184,51392,41317,83218,49684,49006,40892,74349,47905,48880,41369,79594,48830,706,3233867,2935,3233867,2135,4042334,680,4042334,2910,3233867,3804,4042334,707,4042334,3737,4042334,17417,77,2447,592,1680,714,760,1399,126,
00:39:27 12/17/25,65500,44000,92625,57854,48392,40980,81076,48772,53167,41965,92007,51040,48625,41030,81224,48589,57034,41442,86951,49865,51550,40920,78570,48199,53686,41317,83218,49699,48468,40892,74349,47909,49328,41369,79594,48835,1985,4042334,4312,3233867,1985,3233867,5088,3233867,3537,4042334,5140,4042334,632,3233867,1264,3233867,15500,464,297,295,2863,2146,1614,714,202,
00:39:37 12/17/25,74250,44000,92625,57901,63362,40980,81076,48788,62221,41965,92007,51068,54313,41030,81224,48601,59144,41442,86951,49905,52032,40920,78570,48218,65471,41317,83218,49729,53427,40892,74349,47919,61347,41369,79594,48857,25396,4042334,2708,4042334,1194,4042334,1976,4042334,7449,4042334,40290,4042334,4898,4042334,4322,3233867,27349,3945,1468,703,962,442,4052,2214,2392,
00:39:47 12/17/25,71000,44000,92625,57968,54916,40980,81076,48806,63160,41965,92007,51103,57116,41030,81224,48619,61960,41442,86951,49947,55217,40920,78570,48241,59637,41317,83218,49769,53884,40892,74349,47935,59455,41369,79594,48888,18229,3233867,8283,4042334,6746,4042334,13619,3233867,9775,3233867,32840,4042334,8237,3233867,12081,4042334,31407,1164,1966,1875,2516,1715,1793,1766,2349,
00:39:57 12/17/25,80625,44000,92625,58068,55716,40980,81076,48840,61132,41965,92007,51172,66810,41030,81224,48661,64576,41442,86951,50025,57538,40920,78570,48280,63884,41317,83218,49862,53598,40892,74349,47966,61350,41369,79594,48940,8853,3233867,3462,4042334,16555,4042334,28107,4042334,1949,4042334,3297,4042334,1976,4042334,437,4042334,25556,283,674,4245,2839,1741,2669,686,1840,
00:40:07 12/17/25,81500,44000,92625,58179,54561,40980,81076,48892,71928,41965,92007,51260,55620,41030,81224,48709,63655,41442,86951,50096,58575,40920,78570,48319,67284,41317,83218,49935,54483,40892,74349,48000,63229,41369,79594,48990,5218,4042334,3448,4042334,1336,4042334,13541,3233867,4273,3233867,32209,4042334,584,3233867,584,3233867,24793,554,3730,961,1274,2255,3142,850,2045,
00:40:17 12/17/25,80250,44000,92625,58280,65751,40980,81076,48954,67668,41965,92007,51329,58333,41030,81224,48751,69985,41442,86951,50158,55910,40920,78570,48357,60838,41317,83218,50007,52240,40892,74349,48033,55383,41369,79594,49034,9688,4042334,454,4042334,1273,4042334,27425,4042334,9734,4042334,8965,3233867,32845,4042334,23620,4042334,29610,3175,1942,1602,4087,1652,1350,245,294,
00:40:27 12/17/25,86125,44000,92625,58389,55663,40980,81076,49001,82113,41965,92007,51428,61209,41030,81224,48795,63630,41442,86951,50237,58054,40920,78570,48396,61467,41317,83218,50088,53591,40892,74349,48074,58020,41369,79594,49084,1921,3233867,5050,3233867,12874,3233867,27702,4042334,1871,4042334,10481,4042334,1088,3233867,305,4042334,27011,400,5166,3231,769,2224,1782,676,1260,
00:40:37 12/17/25,76125,44000,92625,58489,49848,40980,81076,49015,65136,41965,92007,51488,49960,41030,81224,48821,55343,41442,86951,50281,51127,40920,78570,48421,53466,41317,83218,50119,51330,40892,74349,48092,51224,41369,79594,49103,1975,3233867,3539,4042334,2757,4042334,1975,3233867,411,3233867,411,4042334,411,3233867,3539,4042334,17573,394,3145,360,576,1034,908,1412,339,
00:40:47 12/17/25,73375,44000,92625,58556,47758,40980,81076,49020,67513,41965,92007,51538,48255,41030,81224,48832,57496,41442,86951,50305,47556,40920,78570,48428,51957,41317,83218,50129,46787,40892,74349,48092,49312,41369,79594,49111,2327,4042334,3849,4042334,2354,4042334,1620,4042334,3901,4042334,2380,4042334,3902,3233867,1620,4042334,16317,60,4088,517,1773,294,665,151,117,
00:40:57 12/17/25,72375,44000,92625,58620,47664,40980,81076,49018,67012,41965,92007,51593,49517,41030,81224,48836,54110,41442,86951,50329,47144,40920,78570,48428,50854,41317,83218,50135,46515,40892,74349,48088,50238,41369,79594,49113,815,3233867,4720,3233867,858,3233867,815,3233867,0,4042334,2402,3233867,0,3233867,858,4042334,15742,63,4390,1230,610,220,558,267,706,
00:41:07 12/17/25,65125,44000,92625,58661,48519,40980,81076,49017,52696,41965,92007,51594,48720,41030,81224,48837,50384,41442,86951,50336,53709,40920,78570,48449,51285,41317,83218,50143,48345,40892,74349,48093,48572,41369,79594,49116,1807,3233867,1807,3233867,521,4042334,2816,3233867,4867,4042334,5632,4042334,4820,3233867,4054,4042334,16211,590,1017,201,426,3541,1297,604,201,
00:41:17 12/17/25,71500,44000,92625,58703,48681,40980,81076,49015,64655,41965,92007,51626,49094,41030,81224,48842,53104,41442,86951,50344,49412,40920,78570,48457,50453,41317,83218,50144,46454,40892,74349,48091,50097,41369,79594,49115,3973,3233867,6253,3233867,7773,3233867,5493,4042334,1693,3233867,2453,3233867,933,3233867,846,3233867,15862,401,3783,797,452,1444,442,56,796,
00:41:27 12/17/25,67125,44000,92625,58750,48841,40980,81076,49016,54309,41965,92007,51652,49091,41030,81224,48849,57589,41442,86951,50374,49262,40920,78570,48463,52660,41317,83218,50156,47446,40892,74349,48090,49414,41369,79594,49118,2090,3233867,1826,3233867,2090,4042334,4950,4042334,264,3233867,2871,4042334,1045,4042334,534,4042334,16412,512,548,720,3066,1152,1139,292,315,
00:41:37 12/17/25,64625,44000,92625,58777,47889,40980,81076,49015,52344,41965,92007,51659,48170,41030,81224,48849,56943,41442,86951,50399,51840,40920,78570,48472,51681,41317,83218,50166,48632,40892,74349,48092,51357,41369,79594,49122,884,3233867,1650,3233867,5482,3233867,1650,4042334,2417,4042334,3949,4042334,835,4042334,2368,4042334,15536,249,153,76,3094,2344,534,564,1078,
00:41:47 12/17/25,70375,44000,92625,58827,47995,40980,81076,49017,54463,41965,92007,51698,50509,41030,81224,48858,53938,41442,86951,50421,50576,40920,78570,48479,50242,41317,83218,50174,49487,40892,74349,48091,50144,41369,79594,49128,5,3233867,10827,4042334,5,4042334,3870,3233867,778,4042334,751,4042334,3071,3233867,1502,4042334,16045,49,871,1252,1635,1426,217,1225,760,
00:41:57 12/17/25,73125,44000,92625,58888,48783,40980,81076,49024,60213,41965,92007,51752,49980,41030,81224,48870,55029,41442,86951,50444,50007,40920,78570,48487,53375,41317,83218,50185,49076,40892,74349,48095,50355,41369,79594,49136,614,3233867,5106,4042334,2165,4042334,1228,4042334,2003,3233867,3716,4042334,1278,3233867,1278,4042334,16178,206,2296,863,1149,997,1341,873,298,
00:42:07 12/17/25,74250,44000,92625,58951,51236,40980,81076,49032,70852,41965,92007,51807,49493,41030,81224,48883,55823,41442,86951,50469,48064,40920,78570,48500,52244,41317,83218,50199,47683,40892,74349,48104,50775,41369,79594,49147,2077,3233867,2870,4042334,4137,4042334,294,4042334,267,4042334,4380,4042334,535,4042334,535,3233867,16694,944,4938,424,601,83,520,130,378,
00:42:17 12/17/25,73375,44000,92625,59013,49346,40980,81076,49037,66130,41965,92007,51860,51125,41030,81224,48891,54313,41442,86951,50492,49773,40920,78570,48503,52657,41317,83218,50210,47510,40892,74349,48104,50533,41369,79594,49154,1241,3233867,5930,4042334,2023,3233867,230,3233867,2804,3233867,2023,3233867,1011,3233867,1296,3233867,15790,282,3935,1440,493,883,1028,188,544,
00:42:27 12/17/25,73000,44000,92625,59074,48867,40980,81076,49037,63134,41965,92007,51916,49770,41030,81224,48895,53899,41442,86951,50516,47764,40920,78570,48508,54971,41317,83218,50221,47341,40892,74349,48107,49545,41369,79594,49159,2461,3233867,7781,3233867,3981,4042334,3221,3233867,3221,3233867,3981,3233867,5501,3233867,1727,3233867,16213,369,3070,1069,383,277,2405,337,100,
00:42:37 12/17/25,69250,44000,92625,59129,51399,40980,81076,49036,53929,41965,92007,51948,50802,41030,81224,48901,53292,41442,86951,50531,50738,40920,78570,48515,51656,41317,83218,50229,47758,40892,74349,48106,50491,41369,79594,49162,2771,3233867,1244,3233867,3508,3233867,1359,4042334,7301,3233867,4271,3233867,9641,3233867,1243,3233867,15383,1239,828,1149,1253,1591,868,390,862,
00:42:47 12/17/25,65000,44000,92625,59160,48036,40980,81076,49036,55120,41965,92007,51948,47656,41030,81224,48900,57117,41442,86951,50548,49405,40920,78570,48528,51168,41317,83218,50238,49383,40892,74349,48111,49423,41369,79594,49165,2666,3233867,2262,3233867,363,3233867,2262,3233867,363,4042334,4539,4042334,3744,4042334,363,4042334,16071,392,871,61,2963,1035,477,1419,406,
00:42:57 12/17/25,69875,44000,92625,59201,53320,40980,81076,49043,60842,41965,92007,51984,56068,41030,81224,48912,57886,41442,86951,50571,51936,40920,78570,48541,54203,41317,83218,50252,50241,40892,74349,48117,51598,41369,79594,49174,3287,3233867,20160,4042334,201,3233867,972,4042334,1643,3233867,1794,3233867,1023,4042334,252,4042334,17668,926,1972,2814,1913,1038,1169,931,527,
00:43:07 12/17/25,71125,44000,92625,59253,50592,40980,81076,49049,58213,41965,92007,52029,51344,41030,81224,48923,54717,41442,86951,50596,49705,40920,78570,48548,52392,41317,83218,50266,49873,40892,74349,48121,49854,41369,79594,49181,0,3233867,0,4042334,777,3233867,3133,3233867,0,3233867,4722,3233867,2374,3233867,824,3233867,15777,546,1802,1286,1288,573,997,1273,234,
00:43:17 12/17/25,72750,44000,92625,59306,48073,40980,81076,49049,66402,41965,92007,52074,48499,41030,81224,48928,56609,41442,86951,50618,48310,40920,78570,48551,52107,41317,83218,50278,47319,40892,74349,48122,49204,41369,79594,49187,1293,4042334,7225,4042334,4092,4042334,10360,4042334,1813,4042334,1813,4042334,518,4042334,543,4042334,19480,70,3931,355,1440,493,880,190,87,
00:43:27 12/17/25,71125,44000,92625,59346,54158,40980,81076,49060,62730,41965,92007,52105,52487,41030,81224,48938,57606,41442,86951,50644,53521,40920,78570,48561,59357,41317,83218,50301,55211,40892,74349,48135,58622,41369,79594,49209,6309,4042334,12485,4042334,9419,3233867,5585,3233867,8671,4042334,24876,3233867,10215,4042334,18703,4042334,29596,1432,2337,759,1057,1392,2386,2625,2375,
00:43:37 12/17/25,67250,44000,92625,59389,52585,40980,81076,49068,56680,41965,92007,52116,51213,41030,81224,48950,54226,41442,86951,50660,51770,40920,78570,48588,56212,41317,83218,50323,52967,40892,74349,48149,55253,41369,79594,49228,3431,4042334,2104,4042334,0,4042334,551,3233867,5734,4042334,2601,4042334,8293,4042334,9847,4042334,18108,1362,1030,697,683,1213,1930,2357,1966,
00:43:47 12/17/25,66500,44000,92625,59413,56360,40980,81076,49081,58609,41965,92007,52133,53907,41030,81224,48959,55728,41442,86951,50675,52443,40920,78570,48597,57094,41317,83218,50346,53890,40892,74349,48167,56220,41369,79594,49253,6149,3233867,2301,4042334,7696,4042334,5395,4042334,4559,4042334,4601,4042334,7654,4042334,9201,3233867,21582,2011,1471,1306,958,950,1970,2672,2044,
00:43:57 12/17/25,74000,44000,92625,59452,53334,40980,81076,49099,66783,41965,92007,52178,54718,41030,81224,48981,59322,41442,86951,50704,53565,40920,78570,48615,56775,41317,83218,50369,53709,40892,74349,48184,53331,41369,79594,49272,2506,4042334,6304,4042334,4025,4042334,10102,4042334,7823,3233867,5545,4042334,3265,3233867,1842,3233867,19580,900,3132,1648,1676,1467,1519,1744,708,
00:44:07 12/17/25,71500,44000,92625,59507,50003,40980,81076,49110,63280,41965,92007,52224,50641,41030,81224,48999,56295,41442,86951,50733,50335,40920,78570,48630,55426,41317,83218,50389,49272,40892,74349,48191,51123,41369,79594,49284,4492,3233867,9761,3233867,615,3233867,1230,3233867,640,4042334,640,3233867,0,4042334,0,4042334,16780,361,2777,743,1124,882,1924,676,309,
00:44:17 12/17/25,66750,44000,92625,59549,52304,40980,81076,49120,56238,41965,92007,52254,51296,41030,81224,49011,53687,41442,86951,50747,51159,40920,78570,48638,57288,41317,83218,50405,52514,40892,74349,48201,53922,41369,79594,49297,3033,3233867,711,3233867,3745,3233867,2197,3233867,10711,4042334,6018,4042334,2197,3233867,5293,3233867,20131,1294,1202,828,452,988,2751,2352,1257,
00:44:27 12/17/25,63750,44000,92625,59573,53439,40980,81076,49133,53473,41965,92007,52267,51389,41030,81224,49022,52592,41442,86951,50759,52507,40920,78570,48658,55081,41317,83218,50425,53725,40892,74349,48219,55306,41369,79594,49316,3092,3233867,7742,4042334,1484,3233867,704,4042334,9280,3233867,729,4042334,3092,4042334,3871,4042334,17585,1484,445,543,264,1303,1457,2529,2057,
00:44:37 12/17/25,67125,44000,92625,59600,48833,40980,81076,49137,53103,41965,92007,52281,50159,41030,81224,49027,54885,41442,86951,50786,48991,40920,78570,48668,56977,41317,83218,50446,48407,40892,74349,48226,50882,41369,79594,49328,5317,3233867,1448,4042334,2222,4042334,6141,3233867,2297,4042334,2247,3233867,1497,3233867,723,4042334,19715,209,403,1085,1407,595,3072,652,285,
00:44:47 12/17/25,70375,44000,92625,59642,52690,40980,81076,49144,59003,41965,92007,52321,51875,41030,81224,49037,55388,41442,86951,50807,50734,40920,78570,48675,56160,41317,83218,50461,51926,40892,74349,48232,55605,41369,79594,49340,152,3233867,3163,3233867,1696,3233867,3239,4042334,76,4042334,3163,4042334,10111,4042334,12502,3233867,16595,1206,1629,1100,838,706,1844,1862,1912,
00:44:57 12/17/25,70625,44000,92625,59677,50605,40980,81076,49149,58441,41965,92007,52350,52073,41030,81224,49044,55373,41442,86951,50822,52171,40920,78570,48681,55555,41317,83218,50474,49761,40892,74349,48237,51619,41369,79594,49351,1636,3233867,5559,3233867,3154,4042334,1553,4042334,2320,4042334,1590,4042334,4730,4042334,1562,3233867,18975,619,1681,1425,1291,1828,2125,992,640,
00:45:07 12/17/25,70875,44000,92625,59724,48415,40980,81076,49155,54502,41965,92007,52392,48800,41030,81224,49056,56721,41442,86951,50845,49910,40920,78570,48690,56013,41317,83218,50489,49459,40892,74349,48243,52366,41369,79594,49361,2006,3233867,2006,4042334,1236,3233867,16626,3233867,978,4042334,2727,3233867,2753,3233867,470,4042334,18389,253,580,337,2108,1114,2100,1154,1034,
00:45:17 12/17/25,66750,44000,92625,59759,49934,40980,81076,49160,56229,41965,92007,52407,48721,41030,81224,49059,56397,41442,86951,50873,50938,40920,78570,48699,52367,41317,83218,50505,49660,40892,74349,48246,51085,41369,79594,49369,722,3233867,3060,3233867,722,3233867,3840,4042334,3060,4042334,3060,3233867,3060,3233867,722,3233867,17365,849,1032,154,2229,1645,835,1268,749,
00:45:27 12/17/25,72125,44000,92625,59788,49119,40980,81076,49160,64066,41965,92007,52433,50171,41030,81224,49059,56310,41442,86951,50893,49366,40920,78570,48702,53190,41317,83218,50515,48527,40892,74349,48246,50073,41369,79594,49372,345,3233867,9903,4042334,345,3233867,16813,4042334,4555,4042334,18392,4042334,4580,3233867,3812,3233867,20232,430,3227,1164,1572,782,1302,757,469,
00:45:37 12/17/25,71375,44000,92625,59835,49212,40980,81076,49161,62059,41965,92007,52470,50554,41030,81224,49065,55937,41442,86951,50915,48938,40920,78570,48707,52544,41317,83218,50525,48940,40892,74349,48244,50065,41369,79594,49376,10291,4042334,11062,4042334,11833,4042334,7207,4042334,11110,4042334,14963,4042334,7257,3233867,12651,3233867,25417,404,2677,1263,1592,627,1100,1052,557,
00:45:47 12/17/25,69875,44000,92625,59879,51198,40980,81076,49169,61203,41965,92007,52502,53318,41030,81224,49081,53845,41442,86951,50933,49123,40920,78570,48714,52559,41317,83218,50536,48118,40892,74349,48247,49722,41369,79594,49384,176,3233867,5745,3233867,176,3233867,2663,4042334,946,4042334,1123,3233867,353,3233867,1123,3233867,16090,667,2707,2298,722,484,1176,521,333,
00:45:57 12/17/25,68250,44000,92625,59917,48251,40980,81076,49171,51083,41965,92007,52521,50211,41030,81224,49090,51855,41442,86951,50948,51414,40920,78570,48721,55553,41317,83218,50548,50211,40892,74349,48249,51656,41369,79594,49390,309,3233867,0,3233867,2223,3233867,638,4042334,3015,4042334,6978,4042334,1111,3233867,3755,4042334,15401,112,279,947,528,1618,2582,1420,706,
00:46:07 12/17/25,64625,44000,92625,59939,49282,40980,81076,49171,52665,41965,92007,52521,48315,41030,81224,49091,55691,41442,86951,50960,51168,40920,78570,48734,55945,41317,83218,50564,47606,40892,74349,48253,50057,41369,79594,49397,4069,4042334,212,4042334,983,4042334,2420,4042334,982,4042334,982,3233867,1754,4042334,211,3233867,16465,690,193,39,1901,2051,2524,216,202,
00:46:17 12/17/25,64250,44000,92625,59956,50710,40980,81076,49173,52048,41965,92007,52524,50254,41030,81224,49092,54495,41442,86951,50978,52706,40920,78570,48744,51267,41317,83218,50577,51016,40892,74349,48258,49258,41369,79594,49403,1315,3233867,2078,3233867,3604,4042334,5915,4042334,9752,4042334,2889,4042334,1444,4042334,1312,4042334,15947,1052,186,597,1910,2080,638,1794,234,
00:46:27 12/17/25,64250,44000,92625,59974,48361,40980,81076,49175,50256,41965,92007,52527,48476,41030,81224,49095,52355,41442,86951,50999,49193,40920,78570,48757,53983,41317,83218,50588,50479,40892,74349,48265,49737,41369,79594,49407,567,3233867,3642,3233867,2105,3233867,3642,4042334,3642,4042334,2052,3233867,2821,3233867,513,3233867,15266,406,46,405,1066,787,2281,1955,382,
00:46:37 12/17/25,64625,44000,92625,59994,52304,40980,81076,49173,52467,41965,92007,52536,49645,41030,81224,49093,54585,41442,86951,51029,50914,40920,78570,48763,50854,41317,83218,50602,48747,40892,74349,48265,48815,41369,79594,49411,1426,3233867,2950,4042334,1426,4042334,8309,3233867,3762,4042334,1477,4042334,1477,4042334,1428,4042334,15613,1699,331,494,2112,1686,691,989,265,
00:46:47 12/17/25,71500,44000,92625,60019,48528,40980,81076,49171,64205,41965,92007,52557,50105,41030,81224,49094,53025,41442,86951,51048,48065,40920,78570,48767,50338,41317,83218,50606,48339,40892,74349,48263,48558,41369,79594,49411,382,3233867,5820,4042334,5050,3233867,3510,4042334,3459,3233867,379,3233867,1919,3233867,379,3233867,16488,286,3889,1398,420,377,549,1051,193,
00:46:57 12/17/25,70375,44000,92625,60065,50973,40980,81076,49176,55023,41965,92007,52590,50672,41030,81224,49103,56226,41442,86951,51071,53806,40920,78570,48775,55142,41317,83218,50618,49646,40892,74349,48266,51170,41369,79594,49418,1136,3233867,7963,3233867,1136,3233867,10238,3233867,1895,3233867,1895,3233867,6446,4042334,3412,3233867,17978,883,708,488,1728,2720,1973,649,452,
